,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,cb_person_default_on_file,cb_person_cred_hist_length
20713,41,60000,Own,7.0,Personal,A,12000,6.91,0,0,13
20715,22,65000,Rent,6.0,Medical,A,16000,8.49,0,0,4
20716,28,100000,Mortgage,12.0,Personal,A,10000,5.42,0,0,8
20717,30,38000,Own,0.0,Homeimprovement,B,6000,11.58,0,0,8
20718,26,65000,Mortgage,6.0,Education,A,6000,9.07,0,0,3
20719,24,80000,Mortgage,8.0,Medical,A,5550,8.49,0,0,3
20720,21,21600,Rent,0.0,Debtconsolidation,B,2000,11.71,1,0,2
20722,21,15000,Own,0.0,Homeimprovement,A,6200,7.9,1,0,2
20723,29,97000,Mortgage,2.0,Venture,C,10000,12.23,0,1,5
20724,29,48000,Rent,13.0,Personal,A,10000,7.51,0,0,7
20725,32,101000,Rent,0.0,Debtconsolidation,D,15000,17.58,1,1,5
20726,28,64000,Other,11.0,Personal,A,15000,9.63,1,0,10
20727,29,40800,Mortgage,11.0,Homeimprovement,C,3200,14.22,0,1,10
20728,27,55200,Rent,0.0,Debtconsolidation,A,4000,6.76,0,0,6
20729,29,60000,Rent,1.0,Homeimprovement,C,6000,14.79,0,0,9
20730,31,54000,Rent,2.0,Debtconsolidation,C,5500,13.23,0,0,9
20732,23,39689,Own,1.0,Venture,C,13000,13.57,0,1,2
20733,27,65000,Rent,9.0,Personal,A,4000,6.99,0,0,5
20735,25,33000,Rent,5.0,Venture,B,1500,11.48,0,0,4
20736,21,51000,Rent,5.0,Venture,D,1600,15.62,1,0,4
20737,27,30000,Rent,5.0,Education,D,7500,14.84,0,0,7
20738,32,38100,Mortgage,0.0,Education,A,8400,8.38,0,0,9
20739,34,150000,Rent,5.0,Homeimprovement,B,12000,10.59,0,0,9
20740,22,51000,Rent,6.0,Education,A,7500,5.99,0,0,3
20741,32,37000,Rent,0.0,Venture,B,5000,11.49,0,0,7
20742,33,105000,Mortgage,6.0,Personal,C,5150,12.41,0,1,9
20743,24,43000,Rent,3.0,Personal,B,14500,10.75,1,0,2
20744,23,46113,Mortgage,4.0,Personal,D,9000,15.99,0,1,4
20745,22,74000,Rent,7.0,Debtconsolidation,D,24250,15.65,1,1,2
20746,26,53000,Mortgage,3.0,Venture,A,2800,6.03,0,0,3
20747,32,37050,Rent,2.0,Debtconsolidation,A,8000,8.0,0,0,6
20748,24,54996,Rent,2.0,Personal,B,23600,11.89,1,0,3
20749,39,55000,Rent,3.0,Venture,B,10000,10.99,0,0,13
20751,24,29000,Rent,1.0,Venture,B,10000,10.74,1,0,2
20752,25,54000,Mortgage,7.0,Personal,D,12000,16.49,0,1,3
20753,22,42500,Mortgage,6.0,Medical,E,7000,15.57,1,1,4
20754,27,30000,Rent,11.0,Medical,B,4900,11.71,0,0,5
20755,35,48000,Mortgage,6.0,Medical,C,5000,13.48,0,1,10
20756,25,32000,Rent,9.0,Debtconsolidation,C,6000,12.99,1,1,2
20757,21,76000,Mortgage,6.0,Medical,B,14000,12.69,0,0,3
20758,30,49000,Own,7.0,Homeimprovement,B,8500,12.18,0,0,10
20759,26,90000,Rent,0.0,Education,B,5525,11.36,0,0,4
20760,30,85332,Rent,3.0,Venture,C,14000,14.22,0,0,7
20761,26,120000,Mortgage,0.0,Venture,B,25000,12.69,0,0,2
20762,44,67000,Rent,5.0,Medical,C,10000,13.49,0,0,12
20763,24,45000,Mortgage,2.0,Homeimprovement,B,13000,10.62,0,0,2
20764,22,82000,Mortgage,6.0,Education,B,10750,9.25,0,0,2
20765,22,50000,Rent,4.0,Education,A,10000,9.32,0,0,3
20766,31,41000,Rent,1.0,Medical,B,4000,10.0,0,0,10
20767,23,64000,Mortgage,0.0,Debtconsolidation,D,12000,15.62,1,1,4
20768,27,70176,Rent,3.0,Venture,A,9000,7.88,0,0,8
20769,35,30000,Mortgage,2.0,Education,A,3300,5.99,0,0,6
20770,24,83500,Rent,1.0,Education,C,20000,13.48,0,0,3
20772,26,54000,Rent,2.0,Homeimprovement,D,2400,14.09,1,0,2
20774,23,35500,Mortgage,8.0,Education,A,9000,7.49,0,0,3
20775,29,60000,Rent,2.0,Homeimprovement,A,14000,7.51,0,0,5
20776,30,53196,Rent,14.0,Personal,A,3000,7.66,0,0,5
20777,24,100000,Mortgage,8.0,Venture,F,30000,18.62,0,1,2
20778,22,59000,Mortgage,1.0,Education,A,13375,6.92,0,0,4
20779,24,25344,Mortgage,5.0,Medical,D,4000,16.49,1,0,3
20780,29,28000,Rent,9.0,Venture,B,8400,11.48,0,0,6
20781,27,110000,Mortgage,8.0,Venture,B,30000,11.11,0,0,6
20782,24,30000,Rent,2.0,Venture,A,3000,7.49,0,0,3
20783,24,16000,Rent,0.0,Venture,B,3250,12.42,1,0,4
20785,32,75000,Mortgage,2.0,Venture,D,2000,15.65,0,1,10
20786,21,53851,Mortgage,2.0,Debtconsolidation,B,12000,10.0,0,0,2
20787,29,84000,Own,11.0,Education,B,15000,12.18,0,0,10
20788,28,75000,Mortgage,3.0,Homeimprovement,B,6000,11.48,0,0,8
20790,27,40000,Rent,2.0,Education,C,6000,11.28,0,0,7
20791,37,50000,Mortgage,0.0,Personal,A,3200,7.51,0,0,17
20792,24,119500,Own,8.0,Homeimprovement,B,3500,12.18,0,0,2
20794,25,90000,Mortgage,9.0,Education,A,7750,7.51,0,0,4
20795,22,54000,Rent,2.0,Debtconsolidation,B,12000,10.99,0,0,2
20796,29,64320,Mortgage,13.0,Medical,A,8000,6.03,0,0,9
20797,32,240000,Mortgage,5.0,Medical,A,8400,7.51,0,0,5
20798,38,90000,Mortgage,1.0,Debtconsolidation,A,7000,6.99,0,0,16
20799,23,20000,Own,0.0,Personal,B,5000,11.71,0,0,4
20800,25,30000,Rent,0.0,Venture,D,14500,14.42,1,0,4
20801,32,80000,Mortgage,6.0,Education,A,13000,7.88,0,0,10
20802,28,30000,Own,1.0,Homeimprovement,C,7500,12.98,0,0,8
20803,33,39000,Rent,4.0,Debtconsolidation,E,15000,17.56,1,1,5
20804,24,48912,Rent,0.0,Medical,C,20000,11.66,1,0,4
20805,24,120000,Mortgage,8.0,Homeimprovement,C,9500,11.66,0,1,2
20806,33,60000,Own,0.0,Venture,C,10000,13.98,0,0,7
20807,35,90000,Mortgage,3.0,Medical,A,14500,6.54,0,0,10
20808,23,80004,Mortgage,2.0,Venture,B,19000,10.62,0,0,2
20809,28,138600,Mortgage,10.0,Debtconsolidation,C,12000,12.99,0,0,7
20810,23,54960,Mortgage,7.0,Education,A,5500,6.03,0,0,3
20811,32,61000,Rent,4.0,Debtconsolidation,B,17000,11.49,0,0,5
20812,25,26000,Rent,7.0,Medical,C,2000,12.99,0,1,4
20813,22,48000,Rent,6.0,Debtconsolidation,C,8000,12.99,0,1,3
20814,30,132000,Rent,14.0,Homeimprovement,B,21500,10.62,0,0,8
20815,27,83604,Rent,2.0,Medical,B,11000,9.76,0,0,7
20816,23,28000,Rent,0.0,Education,A,4000,8.9,0,0,4
20817,29,18000,Rent,3.0,Venture,B,1700,11.12,0,0,8
20818,28,78000,Rent,12.0,Homeimprovement,G,24625,18.36,1,0,5
20819,23,55000,Own,5.0,Venture,C,15000,13.49,0,0,2
20820,25,40000,Rent,5.0,Personal,A,6000,7.88,0,0,2
20821,22,66000,Mortgage,4.0,Education,B,17500,11.48,0,0,3
20824,26,80000,Mortgage,2.0,Homeimprovement,C,4200,14.27,0,0,4
20825,22,79000,Mortgage,6.0,Education,B,10000,10.99,0,0,2
20826,22,98000,Mortgage,1.0,Homeimprovement,A,9000,9.63,1,0,2
20827,22,36000,Rent,3.0,Personal,A,3600,5.99,0,0,2
20828,22,39600,Rent,5.0,Debtconsolidation,B,10000,11.71,0,0,2
20829,24,75000,Mortgage,8.0,Debtconsolidation,A,7000,7.9,0,0,4
20830,24,61193,Mortgage,5.0,Education,A,6400,8.59,0,0,3
20831,23,25000,Rent,2.0,Medical,B,1800,12.69,1,0,3
20832,24,43500,Rent,1.0,Personal,A,3000,8.0,0,0,2
20833,22,53000,Rent,0.0,Education,A,5000,7.9,0,0,4
20834,22,75000,Rent,6.0,Education,C,3200,10.28,0,0,4
20836,26,107900,Mortgage,10.0,Medical,A,16500,8.94,0,0,3
20837,24,35000,Mortgage,3.0,Personal,D,13000,14.74,0,0,3
20838,41,210000,Rent,1.0,Personal,A,7500,6.03,0,0,14
20839,26,14400,Rent,1.0,Personal,B,1500,9.25,0,0,4
20840,25,65000,Rent,6.0,Personal,D,7675,15.33,0,1,3
20841,31,60000,Mortgage,9.0,Medical,E,22000,16.63,1,0,6
20842,25,50000,Mortgage,9.0,Venture,A,6400,8.32,0,0,4
20843,35,65004,Rent,2.0,Debtconsolidation,A,6000,7.29,0,0,10
20844,24,18000,Rent,0.0,Education,B,1200,11.89,0,0,4
20845,29,105000,Mortgage,13.0,Personal,C,5000,12.53,0,0,9
20846,26,40000,Rent,0.0,Debtconsolidation,B,12000,9.99,0,0,3
20847,36,73000,Mortgage,3.0,Debtconsolidation,D,8000,17.49,1,0,17
20848,23,33098,Mortgage,0.0,Debtconsolidation,D,9000,16.29,1,1,3
20849,26,32000,Rent,3.0,Debtconsolidation,A,5000,6.03,0,0,2
20850,28,49000,Mortgage,5.0,Medical,B,4750,10.25,0,0,8
20851,28,44900,Rent,12.0,Medical,C,17500,14.35,1,1,10
20852,27,75400,Mortgage,3.0,Medical,A,6000,7.74,0,0,9
20853,23,60000,Rent,4.0,Venture,A,3600,7.9,0,0,2
20854,28,61000,Rent,3.0,Venture,C,6300,13.61,0,1,9
20855,21,28692,Mortgage,5.0,Education,B,3000,10.75,0,0,2
20856,35,32000,Rent,1.0,Education,A,3125,7.14,0,0,9
20857,21,65000,Mortgage,5.0,Debtconsolidation,B,2200,12.42,0,0,3
20858,23,55000,Rent,7.0,Medical,B,4200,9.91,0,0,4
20859,25,96720,Mortgage,9.0,Education,A,18000,7.9,0,0,4
20860,23,50000,Mortgage,2.0,Debtconsolidation,B,14400,10.0,0,0,2
20861,27,213000,Mortgage,11.0,Debtconsolidation,E,35000,16.77,1,1,5
20862,21,47000,Mortgage,5.0,Personal,A,7000,7.14,0,0,3
20863,28,25000,Rent,0.0,Medical,D,9750,18.25,1,1,6
20864,28,44000,Rent,3.0,Medical,E,19000,16.82,1,0,8
20865,23,64000,Rent,0.0,Medical,C,12000,13.16,0,1,4
20867,21,78000,Rent,1.0,Education,B,14275,9.91,0,0,4
20868,25,78000,Mortgage,0.0,Homeimprovement,B,25000,9.64,0,0,4
20869,27,76000,Rent,2.0,Medical,C,14500,12.73,0,0,10
20870,23,64600,Rent,7.0,Medical,B,7000,11.86,0,0,3
20871,22,160000,Mortgage,0.0,Medical,B,35000,10.65,0,0,4
20872,32,71000,Rent,2.0,Education,D,15000,15.95,1,0,9
20874,23,60000,Rent,4.0,Debtconsolidation,B,24750,9.33,1,0,3
20875,38,86105,Rent,2.0,Medical,A,8000,6.54,1,0,17
20876,23,69996,Rent,7.0,Debtconsolidation,C,5600,13.11,0,0,4
20877,24,62900,Mortgage,8.0,Medical,F,14000,17.58,1,0,4
20878,33,60000,Rent,2.0,Personal,B,8000,12.53,0,0,6
20879,30,32400,Own,0.0,Education,B,3000,10.62,0,0,9
20880,22,110000,Mortgage,0.0,Debtconsolidation,A,28000,7.49,0,0,4
20882,23,46272,Rent,7.0,Debtconsolidation,B,16750,11.99,1,0,3
20883,30,39552,Mortgage,2.0,Venture,B,12375,10.37,0,0,9
20885,22,40000,Rent,0.0,Personal,A,3600,6.17,0,0,2
20886,22,58617,Rent,6.0,Medical,D,5400,15.21,1,0,2
20887,22,28800,Rent,2.0,Venture,A,14000,7.9,1,0,2
20888,24,55000,Rent,8.0,Homeimprovement,C,8000,13.8,0,1,2
20889,39,27040,Mortgage,0.0,Homeimprovement,A,4800,8.59,0,0,17
20890,25,60000,Mortgage,9.0,Venture,B,12000,10.99,0,0,2
20891,27,115000,Mortgage,4.0,Medical,C,9600,12.87,0,0,9
20892,22,31200,Mortgage,6.0,Venture,A,3500,7.74,0,0,2
20893,24,220000,Mortgage,1.0,Education,B,25000,11.58,0,0,2
20894,24,73000,Rent,1.0,Debtconsolidation,B,5000,9.01,0,0,2
20895,43,45996,Mortgage,2.0,Education,A,6300,7.51,0,0,14
20896,26,110000,Mortgage,5.0,Personal,B,15000,11.11,0,0,3
20897,26,200000,Mortgage,4.0,Education,C,15000,14.79,0,0,3
20898,24,79800,Rent,8.0,Homeimprovement,B,2500,9.62,0,0,2
20899,40,75000,Mortgage,6.0,Education,C,7500,12.23,0,1,16
20900,29,200000,Rent,2.0,Debtconsolidation,B,15000,10.37,0,0,5
20901,52,64500,Rent,0.0,Education,B,5000,11.26,0,0,20
20902,32,71000,Mortgage,10.0,Medical,A,14000,6.99,0,0,5
20904,28,74778,Mortgage,13.0,Personal,C,6000,13.98,0,0,9
20906,23,30000,Rent,0.0,Debtconsolidation,B,5000,11.86,0,0,4
20907,22,44004,Mortgage,0.0,Debtconsolidation,E,11000,15.68,1,0,4
20908,23,97781,Mortgage,7.0,Venture,A,15000,6.54,0,0,3
20909,22,26000,Rent,6.0,Personal,B,5000,11.99,0,0,2
20910,28,39996,Rent,10.0,Education,D,5525,14.54,0,0,10
20911,32,104400,Mortgage,17.0,Debtconsolidation,A,24000,8.9,1,0,5
20913,26,25000,Rent,1.0,Debtconsolidation,E,1500,14.7,1,0,2
20914,25,90000,Rent,4.0,Homeimprovement,A,6000,7.88,0,0,3
20916,23,87000,Mortgage,7.0,Medical,A,17000,7.51,0,0,3
20918,34,60000,Mortgage,8.0,Personal,B,10000,11.36,0,0,7
20919,25,77500,Rent,3.0,Homeimprovement,A,3000,6.54,0,0,4
20920,24,33321,Own,4.0,Venture,C,12250,13.11,0,1,4
20921,25,110000,Mortgage,9.0,Debtconsolidation,D,12000,15.99,1,0,3
20922,23,91000,Rent,5.0,Education,B,10000,10.2,0,0,2
20923,24,60000,Rent,4.0,Personal,B,12500,11.49,0,0,3
20924,25,28800,Rent,5.0,Personal,A,5575,6.62,0,0,4
20926,27,39000,Mortgage,0.0,Debtconsolidation,C,6900,12.87,0,0,9
20928,37,39000,Rent,5.0,Personal,B,15000,10.96,1,0,12
20929,28,43000,Mortgage,11.0,Personal,C,5000,12.99,0,1,5
20930,22,41600,Own,4.0,Education,B,12000,12.42,0,0,2
20931,29,60096,Mortgage,3.0,Education,A,3000,7.66,0,0,10
20933,25,70000,Rent,3.0,Medical,A,5600,7.9,0,0,3
20934,35,34000,Rent,1.0,Personal,B,9250,10.59,1,0,10
20936,40,120000,Mortgage,2.0,Venture,B,17000,10.51,0,0,15
20938,30,45600,Mortgage,0.0,Venture,A,6400,8.94,0,0,7
20939,22,52800,Own,0.0,Medical,A,7000,6.99,0,0,4
20940,22,49464,Rent,5.0,Personal,B,25000,11.83,1,0,3
20942,23,36000,Rent,0.0,Personal,B,4800,11.11,0,0,3
20943,25,27000,Rent,9.0,Venture,B,6000,11.86,0,0,3
20944,26,80000,Mortgage,6.0,Medical,A,2000,6.91,0,0,3
20945,32,19000,Rent,1.0,Personal,A,8325,6.62,1,0,9
20946,22,33000,Rent,5.0,Debtconsolidation,A,4000,7.88,0,0,4
20948,26,42000,Rent,4.0,Debtconsolidation,B,14000,9.45,1,0,2
20950,23,53724,Mortgage,7.0,Education,A,8600,6.03,0,0,3
20951,32,86000,Mortgage,4.0,Medical,A,8400,6.62,0,0,8
20952,24,47000,Rent,8.0,Venture,E,15000,18.64,1,0,4
20953,31,36000,Rent,5.0,Homeimprovement,E,13000,20.3,1,1,5
20954,31,40500,Rent,0.0,Medical,C,12500,13.61,1,0,7
20955,29,47000,Mortgage,1.0,Debtconsolidation,B,5000,9.76,0,0,10
20957,29,34000,Rent,2.0,Debtconsolidation,B,6400,6.0,0,0,8
20958,24,185000,Mortgage,0.0,Education,B,35000,12.42,0,0,2
20959,35,225000,Mortgage,17.0,Venture,A,5000,7.49,0,0,9
20960,25,69996,Rent,9.0,Education,D,25000,15.21,1,0,4
20961,34,160000,Mortgage,1.0,Homeimprovement,A,23000,6.91,0,0,10
20962,28,35004,Mortgage,3.0,Homeimprovement,C,16000,13.23,0,1,9
20963,22,11000,Rent,3.0,Homeimprovement,B,3800,8.88,1,0,4
20964,22,65000,Rent,4.0,Education,D,34000,17.58,1,0,4
20966,50,68608,Rent,21.0,Venture,B,7500,10.33,0,0,15
20967,28,128400,Mortgage,3.0,Personal,C,4000,13.35,0,1,8
20968,28,70000,Mortgage,7.0,Education,C,15000,14.65,0,0,10
20970,22,56902,Mortgage,6.0,Debtconsolidation,A,12000,7.14,0,0,4
20971,30,36000,Rent,0.0,Education,C,6725,6.62,0,0,2
20972,22,66000,Rent,6.0,Medical,C,16800,13.49,0,1,3
20974,54,170000,Mortgage,12.0,Personal,A,5000,7.51,0,0,7
20976,40,44940,Rent,2.0,Education,A,9000,8.94,0,0,13
20977,35,45000,Rent,4.0,Personal,C,5200,13.06,0,1,10
20978,23,55200,Mortgage,7.0,Education,B,4000,10.08,0,0,4
20979,30,46800,Rent,7.0,Education,C,11200,13.98,1,1,7
20981,25,112000,Mortgage,0.0,Homeimprovement,A,16000,6.99,0,0,4
20983,25,80000,Mortgage,9.0,Venture,A,12000,7.88,0,0,3
20984,26,0,Rent,0.0,Medical,A,16000,13.92,0,1,4
20985,22,42500,Rent,7.0,Medical,D,11850,14.11,1,1,2
20986,22,58600,Rent,5.0,Medical,B,22750,11.36,1,0,4
20987,26,56000,Rent,6.0,Debtconsolidation,C,8150,12.87,0,0,2
20988,23,100000,Mortgage,7.0,Personal,B,10000,10.59,0,0,4
20989,24,63000,Mortgage,0.0,Venture,B,6000,9.91,0,0,4
20990,24,62000,Mortgage,8.0,Education,B,7750,10.0,0,0,2
20991,34,30000,Rent,2.0,Personal,A,4000,7.51,0,0,7
20993,24,40000,Rent,5.0,Debtconsolidation,C,13000,14.26,1,0,3
20995,31,43000,Rent,15.0,Medical,B,13350,12.42,1,0,6
20996,23,55365,Mortgage,4.0,Personal,F,25000,19.04,1,0,4
20997,23,28800,Rent,5.0,Personal,B,2800,10.38,0,0,2
20998,24,49200,Rent,8.0,Venture,C,10000,13.49,0,0,3
20999,23,78000,Rent,2.0,Venture,D,20000,15.65,0,1,3
21000,23,113000,Rent,1.0,Personal,D,12000,15.28,1,1,3
21001,30,54000,Rent,2.0,Debtconsolidation,D,16200,15.57,1,0,10
21002,35,158000,Own,14.0,Education,B,10000,9.63,0,0,10
21003,25,79000,Own,9.0,Venture,B,14500,11.48,0,0,3
21004,33,52000,Mortgage,4.0,Homeimprovement,A,1800,7.51,0,0,5
21005,32,37000,Rent,16.0,Medical,A,9000,6.92,0,0,8
21006,24,56000,Own,8.0,Education,B,2000,11.49,0,0,2
21007,30,85634,Mortgage,4.0,Personal,A,14000,7.66,0,0,8
21008,35,49000,Rent,2.0,Debtconsolidation,D,24000,15.2,1,0,10
21009,35,110000,Rent,1.0,Personal,B,3200,11.48,0,0,9
21010,31,78000,Mortgage,9.0,Homeimprovement,A,5000,5.79,0,0,10
21011,24,98000,Rent,4.0,Education,C,14000,14.26,1,0,3
21012,22,54000,Rent,0.0,Venture,E,10000,15.95,1,0,4
21013,25,200000,Own,0.0,Venture,B,24000,12.18,0,0,2
21014,27,40000,Rent,0.0,Venture,B,8000,10.25,0,0,10
21015,29,200000,Rent,4.0,Personal,A,5000,7.43,0,0,10
21018,29,60000,Rent,2.0,Medical,A,14000,7.51,0,0,8
21019,32,30000,Rent,0.0,Venture,A,8000,7.74,0,0,9
21020,24,50000,Rent,0.0,Venture,B,7200,11.71,0,0,2
21021,27,75000,Own,11.0,Homeimprovement,C,6000,13.47,0,0,7
21022,23,75000,Mortgage,4.0,Debtconsolidation,A,4200,7.49,0,0,4
21023,22,77000,Mortgage,5.0,Education,B,21000,11.48,0,0,3
21024,29,60000,Mortgage,13.0,Debtconsolidation,G,25000,20.16,1,1,9
21025,25,32004,Rent,0.0,Debtconsolidation,A,3000,9.32,0,0,2
21026,27,41000,Mortgage,3.0,Personal,A,10000,8.59,0,0,8
21027,25,210000,Mortgage,9.0,Homeimprovement,B,8000,9.91,0,0,4
21028,39,34000,Rent,1.0,Homeimprovement,D,14000,17.58,1,0,16
21029,23,16800,Rent,7.0,Education,A,6625,6.03,1,0,3
21030,27,50000,Mortgage,6.0,Personal,B,12000,11.71,0,0,10
21031,21,37423,Rent,5.0,Venture,A,2800,7.88,0,0,4
21032,24,55152,Mortgage,8.0,Personal,B,16000,11.49,0,0,2
21033,35,350000,Mortgage,10.0,Venture,D,35000,17.49,0,0,7
21034,35,27600,Mortgage,19.0,Education,B,3000,11.86,0,0,5
21035,24,62400,Mortgage,8.0,Personal,A,4000,8.9,0,0,4
21036,23,29000,Mortgage,7.0,Personal,A,6000,7.88,1,0,2
21038,31,64000,Mortgage,14.0,Debtconsolidation,B,25000,10.62,1,0,5
21039,31,31323,Mortgage,6.0,Debtconsolidation,C,2500,13.22,1,0,5
21040,26,53688,Rent,11.0,Debtconsolidation,A,3075,5.42,0,0,5
21041,23,90000,Rent,5.0,Medical,A,8000,6.92,0,0,3
21042,24,108000,Mortgage,5.0,Education,D,9950,14.96,0,1,4
21043,22,150000,Mortgage,6.0,Personal,D,18000,15.2,0,0,4
21045,23,50000,Rent,4.0,Medical,B,2800,11.86,0,0,2
21046,29,14400,Rent,3.0,Education,D,1000,16.32,1,1,8
21047,27,75000,Mortgage,0.0,Personal,A,7500,8.9,0,0,10
21048,30,50000,Mortgage,12.0,Debtconsolidation,C,8000,13.06,0,1,5
21049,28,300000,Mortgage,12.0,Education,C,10125,15.23,0,0,6
21050,28,63000,Rent,12.0,Homeimprovement,B,18000,10.65,0,0,9
21051,27,96000,Mortgage,4.0,Debtconsolidation,C,2500,12.99,0,1,10
21053,38,57000,Own,0.0,Homeimprovement,D,15000,17.27,0,0,16
21054,44,150000,Mortgage,17.0,Personal,C,25000,13.43,0,0,17
21055,33,30000,Own,8.0,Medical,A,5000,7.51,0,0,9
21056,29,34500,Own,7.0,Venture,A,20000,7.29,0,0,10
21057,30,90000,Rent,3.0,Medical,B,24000,11.49,0,0,6
21059,29,107000,Mortgage,3.0,Personal,B,25000,10.99,0,0,5
21061,24,60000,Mortgage,8.0,Education,B,3000,10.65,0,0,2
21063,42,150000,Mortgage,0.0,Homeimprovement,A,16000,8.49,0,0,12
21064,21,54000,Own,5.0,Venture,B,20000,10.74,0,0,2
21065,23,83200,Mortgage,6.0,Education,A,4000,7.49,0,0,4
21066,30,10200,Own,0.0,Homeimprovement,B,5500,10.36,1,0,8
21067,27,45600,Mortgage,11.0,Education,A,7500,5.42,0,0,5
21068,25,90084,Mortgage,6.0,Personal,A,15000,7.88,0,0,4
21069,24,42000,Rent,7.0,Venture,B,5000,10.99,0,0,4
21070,49,77000,Mortgage,4.0,Debtconsolidation,D,16000,14.09,1,1,12
21071,27,65000,Rent,5.0,Medical,B,8750,9.63,0,0,5
21072,54,170000,Mortgage,12.0,Personal,A,11000,6.62,0,0,20
21074,41,42000,Rent,2.0,Venture,A,5000,7.49,0,0,15
21076,50,35880,Rent,0.0,Medical,C,4600,12.23,0,1,13
21077,21,20000,Rent,4.0,Medical,B,8000,12.21,1,0,4
21078,24,10668,Rent,0.0,Homeimprovement,A,5000,7.88,1,0,3
21079,27,60000,Rent,1.0,Education,B,20000,10.99,1,0,6
21080,29,64548,Rent,1.0,Personal,C,1000,14.27,0,1,5
21081,27,34000,Rent,0.0,Debtconsolidation,A,6000,6.99,0,0,6
21082,22,30000,Rent,1.0,Personal,A,11100,6.62,1,0,4
21084,25,99473,Mortgage,9.0,Personal,B,8500,11.58,0,0,2
21085,22,40000,Rent,2.0,Personal,B,4000,11.49,0,0,4
21086,38,40000,Rent,19.0,Venture,B,12000,10.59,0,0,11
21087,24,51072,Mortgage,8.0,Education,B,13000,10.95,0,0,2
21088,32,65000,Mortgage,6.0,Personal,B,5600,11.58,0,0,5
21089,29,40000,Mortgage,8.0,Debtconsolidation,A,8000,8.59,0,0,9
21090,25,87996,Rent,0.0,Homeimprovement,E,20000,16.35,1,0,3
21091,23,125000,Rent,7.0,Education,C,15000,12.99,0,0,4
21092,31,82000,Mortgage,15.0,Debtconsolidation,A,9000,5.42,0,0,10
21093,24,55000,Rent,2.0,Venture,E,20000,18.64,1,0,2
21095,41,41004,Mortgage,4.0,Medical,B,10000,11.99,0,0,14
21096,29,94000,Mortgage,9.0,Personal,A,10000,7.51,0,0,7
21097,26,25000,Rent,5.0,Education,A,6000,8.0,0,0,2
21098,33,72000,Rent,9.0,Personal,B,9000,11.14,0,0,5
21099,25,23920,Rent,0.0,Medical,C,4000,14.35,0,0,2
21100,29,28800,Rent,2.0,Education,A,7225,6.92,0,0,7
21101,34,60000,Mortgage,6.0,Education,E,10500,15.68,0,0,10
21102,47,28500,Rent,2.0,Education,A,5000,5.42,0,0,15
21103,25,73000,Rent,2.0,Personal,D,7200,14.96,1,0,3
21105,23,32000,Rent,3.0,Debtconsolidation,C,5000,14.79,0,0,2
21106,34,150000,Mortgage,1.0,Venture,B,28000,11.71,0,0,5
21107,22,120000,Mortgage,6.0,Venture,A,12000,7.49,0,0,4
21108,34,39000,Rent,0.0,Debtconsolidation,B,7500,9.45,1,0,9
21109,31,101000,Rent,3.0,Debtconsolidation,A,20000,7.9,0,0,10
21110,35,75000,Rent,1.0,Education,B,3300,11.71,0,0,9
21111,26,102000,Rent,5.0,Medical,A,10000,8.59,0,0,2
21112,28,69996,Rent,1.0,Venture,C,11000,13.79,0,0,8
21114,34,50004,Rent,5.0,Venture,B,8500,9.45,0,0,6
21115,32,25800,Mortgage,0.0,Venture,D,2400,14.96,0,0,6
21116,33,75000,Mortgage,2.0,Debtconsolidation,B,7500,10.08,1,0,9
21117,27,30000,Rent,0.0,Medical,B,14300,10.39,1,0,6
21118,22,50004,Mortgage,5.0,Education,D,14000,15.58,0,0,4
21119,29,36000,Own,4.0,Homeimprovement,A,5300,7.14,0,0,6
21121,35,38469,Rent,0.0,Homeimprovement,C,10000,12.23,1,1,7
21122,23,75000,Rent,4.0,Medical,A,12000,6.03,0,0,3
21123,25,76000,Mortgage,3.0,Education,A,20000,6.54,0,0,2
21124,24,68400,Own,8.0,Medical,A,6000,6.54,0,0,4
21126,25,40000,Rent,9.0,Education,D,5600,14.61,0,0,2
21127,25,84000,Mortgage,4.0,Debtconsolidation,A,15000,7.88,0,0,4
21129,22,60000,Mortgage,3.0,Venture,A,5000,7.9,0,0,2
21130,21,20004,Rent,2.0,Debtconsolidation,B,3000,10.37,0,0,4
21132,27,120000,Mortgage,2.0,Venture,B,16000,12.21,0,0,5
21133,22,29000,Other,0.0,Debtconsolidation,B,7500,10.08,1,0,4
21134,22,21300,Rent,0.0,Debtconsolidation,C,6000,15.96,0,1,3
21135,23,87000,Mortgage,0.0,Education,C,12000,12.73,0,1,2
21136,23,59785,Rent,2.0,Education,A,6000,8.94,0,0,3
21137,26,57600,Rent,10.0,Homeimprovement,A,10000,6.62,0,0,4
21138,23,70000,Mortgage,4.0,Personal,C,6000,13.16,0,1,4
21139,28,50000,Rent,7.0,Venture,C,14000,13.79,0,1,6
21140,23,20000,Rent,6.0,Personal,C,4000,12.23,0,1,2
21141,38,96000,Rent,18.0,Homeimprovement,F,10000,19.04,0,0,14
21142,33,14400,Own,0.0,Venture,C,2000,14.79,0,0,8
21143,25,135000,Mortgage,9.0,Homeimprovement,D,10000,15.62,0,1,3
21145,21,38400,Rent,5.0,Education,A,10000,7.66,0,0,4
21146,42,100000,Mortgage,7.0,Education,C,5000,14.26,0,0,12
21147,39,126000,Mortgage,3.0,Medical,B,14000,9.99,0,0,14
